"location_type","location_id","name_en","name_kh","commune_kh","district_kh","province_kh","latitude","longitude","branch_id","source"
"village","21101205","Trabaek","ត្របែក","ស្រង៉ែ","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101206","Meun Tumrong","ម៉ឺនទំរង់","ស្រង៉ែ","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101207","Kok","គក","ស្រង៉ែ","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101208","Svay Ampear","ស្វាយអំពារ","ស្រង៉ែ","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101209","Kantuot","កន្ទួត","ស្រង៉ែ","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101210","Prey Run","ព្រៃរុន្ធ","ស្រង៉ែ","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101211","Snuol","ស្នួល","ស្រង៉ែ","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101212","Prey Chheu Teal","ព្រៃឈើទាល","ស្រង៉ែ","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101213","Prey Changriek","ព្រៃចង្រៀក","ស្រង៉ែ","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101214","Kouk Ampov","គោកអំពៅ","ស្រង៉ែ","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101215","Putth Sam","ពុទ្ធសាំ","ស្រង៉ែ","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101301","Trapeang Sla","ត្រពាំងស្លា","ធ្លក","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101302","Rovieng","រវៀង","ធ្លក","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101303","Svay","ស្វាយ","ធ្លក","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101304","Krang Thum","ក្រាំងធំ","ធ្លក","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101305","Krang Dai","ក្រាំងដៃ","ធ្លក","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101306","Chen","ចិន","ធ្លក","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101307","Prey Veaeng","ព្រៃវែង","ធ្លក","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101308","Chheu Teal Bak","ឈើទាលបាក់","ធ្លក","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101309","Prey Chheu Teal","ព្រៃឈើទាល","ធ្លក","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101310","Krang Touch","ក្រាំងតូច","ធ្លក","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101311","Kdei Tnaot","ក្ដីត្នោត","ធ្លក","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101312","Samraong","សំរោង","ធ្លក","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101313","Samna Khmau","សំណខ្មៅ","ធ្លក","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101314","Krang Thnong","ក្រាំងធ្នង់","ធ្លក","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101315","Krang Roung","ក្រាំងរោង","ធ្លក","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101316","Ponley","ពន្លៃ","ធ្លក","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101317","Lve","ល្វេ","ធ្លក","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101318","Chrung Kris","ជ្រុងគ្រីស","ធ្លក","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101401","Tonle","ទន្លេ","ត្រឡាច","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101402","Choes","ឆឹស","ត្រឡាច","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101403","Tralach","ត្រឡាច","ត្រឡាច","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101404","Samraong","សំរោង","ត្រឡាច","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101405","Chingou","ជីងោ","ត្រឡាច","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101406","Angkunh","អង្គុញ","ត្រឡាច","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101407","Kantuot Thum","កន្ទួតធំ","ត្រឡាច","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101408","Kantuot Touch","កន្ទួតតូច","ត្រឡាច","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101409","Poun","ពោន","ត្រឡាច","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","21101410","Trapeang Chhuk","ត្រពាំងឈូក","ត្រឡាច","ទ្រាំង","តាកែវ","","","","NCDD_2024"
"village","22010101","Kaoh Thmei","កោះថ្មី","អន្លង់វែង","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010102","Ou Chenhchien","អូរជញ្ជៀន","អន្លង់វែង","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010103","Prolean","ប្រលាន","អន្លង់វែង","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010104","Yeang Khang Tbong","យាងខាងត្បូង","អន្លង់វែង","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010105","Thnal Kandal Kraom","កណ្ដាលក្រោម","អន្លង់វែង","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010106","Thnal Kandal Leu","កណ្ដាលលើ","អន្លង់វែង","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010107","Thnal Totueng","ថ្នល់ទទឹង","អន្លង់វែង","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010108","Thnal Bambaek","ថ្នល់បំបែក","អន្លង់វែង","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010109","Thnal Kaeng","ថ្នល់កែង","អន្លង់វែង","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010110","Akphivoad","អភិវឌ្ឍន៏","អន្លង់វែង","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010111","Rumchek","រំចេក","អន្លង់វែង","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010112","Yeang Khang Chheung","យាងខាងជើង","អន្លង់វែង","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010113","Thnal Thmey","ថ្នល់ថ្មី","អន្លង់វែង","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010114","Rumchek Khang Kert","រំចេកខាងកើត","អន្លង់វែង","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010115","Ou Ta Meng","អូរតាមែង","អន្លង់វែង","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010116","Rumchek Khang Lech","រំចេកខាងលិច","អន្លង់វែង","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010301","Trapeang Tav","ត្រពាំងតាវ","ត្រពាំងតាវ","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010302","Ta Dev","តាដេវ","ត្រពាំងតាវ","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010303","Ou Angrae","អូរអង្រែ","ត្រពាំងតាវ","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010304","Slaeng Por","ស្លែងពណ៌","ត្រពាំងតាវ","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010305","Tuol Prasat","ទួលប្រាសាទ","ត្រពាំងតាវ","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010306","Tuol Svay","ទួលស្វាយ","ត្រពាំងតាវ","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010307","Thmei","ថ្មី","ត្រពាំងតាវ","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010308","Tumnob","ទំនប់","ត្រពាំងតាវ","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010309","Ou SrorMor","អូរស្រម៉","ត្រពាំងតាវ","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010310","Tuol Svay Saen Chey","ទួលស្វាយសែនជ័យ","ត្រពាំងតាវ","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010401","Tuol Kandal","ទួលកណ្ដាល","ត្រពាំងប្រីយ៍","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010402","Tuol Sala","ទួលសាលា","ត្រពាំងប្រីយ៍","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010403","Aekakpheap","ឯកភាព","ត្រពាំងប្រីយ៍","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010404","Boeng","បឹង","ត្រពាំងប្រីយ៍","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010405","Cheung Phnum","ជើងភ្នំ","ត្រពាំងប្រីយ៍","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010406","Khleang Kandal","ឃ្លាំងកណ្ដាល","ត្រពាំងប្រីយ៍","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010407","Prasat","ប្រាសាទ","ត្រពាំងប្រីយ៍","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010408","Santepheap","សន្ដិភាព","ត្រពាំងប្រីយ៍","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010409","Srah Chhuk","ស្រះឈូក","ត្រពាំងប្រីយ៍","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010410","Tuol Tbaeng","ទួលត្បែង","ត្រពាំងប្រីយ៍","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010411","Tumnob Leu","ទំនប់លើ","ត្រពាំងប្រីយ៍","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010412","Tuek Chob","ទឹកជប់","ត្រពាំងប្រីយ៍","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010413","Tuek Chum","ទឹកជុំ","ត្រពាំងប្រីយ៍","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010501","Chheu Teal Chrum","ឈើទាលជ្រុំ","ថ្លាត","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010502","Ou Run","អូររុន","ថ្លាត","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010503","Svay Chek","ស្វាយចេក","ថ្លាត","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010504","Thlat","ថ្លាត","ថ្លាត","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010505","Tuol Kruos","ទួលគ្រួស","ថ្លាត","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010506","Tuol Kralanh","ទួលក្រឡាញ់","ថ្លាត","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010507","Tuol Prich","ទួលពេ្រច","ថ្លាត","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010508","Thmei","ថ្មី","ថ្លាត","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010601","Lumtong","លំទង","លំទង","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010602","Treas","ទ្រាស","លំទង","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010603","Ou Kokir Kandal","អូរគគីរកណ្ដាល","លំទង","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010604","Ou Kokir Kraom","អូរគគីរក្រោម","លំទង","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010605","Ou Kokir Leu","អូរគគរីលើ","លំទង","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010606","Lumtong Thmei","លំទងថ្មី","លំទង","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010607","Sror LaoSroang","ស្រឡៅស្រោង","លំទង","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010608","Trapaeng Thom","ត្រពាំងធំ","លំទង","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010609","Chub Ta Mok","ជប់តាមោក","លំទង","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010610","Kork Samphor","គោកសំព័រ","លំទង","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22010611","Char","ចារ","លំទង","អន្លង់វែង","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020101","Pong Tuek","ពងទឹក","អំពិល","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020102","Ampil Chas","អំពិលចាស់","អំពិល","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020103","Trom","ត្រុំ","អំពិល","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020104","Rung Roeang","រុងរឿង","អំពិល","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020105","Rumduol Chas","រំដួលចាស់","អំពិល","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020106","Kdol","ក្ដុល","អំពិល","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020107","Baray","បារាយណ៍","អំពិល","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020108","Yak","យ៉ក","អំពិល","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020109","Pongro","ពង្រ","អំពិល","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020110","Prey Voa","ព្រៃវល្លិ","អំពិល","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020111","Kouk Ritth","គោករិទ្ធ","អំពិល","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020112","Ampil Thmei","អំពិលថ្មី","អំពិល","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020113","Chob Kokir Khang Kaeut","ជប់គគីរខាងកើត","អំពិល","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020114","Chob Kokir Khang Lech","ជប់គគីរខាងលិច","អំពិល","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020115","Kouk Thum","គោកធំ","អំពិល","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020116","Lbaeuk Rith","ល្បើករិទ្ធ","អំពិល","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020117","Rumduol Thmei","រំដួលថ្មី","អំពិល","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020118","Prasat Rumduol","ប្រាសាទរំដួល","អំពិល","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020119","Ovlaok","ឪឡោក","អំពិល","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020120","Tbaeng Chas","ត្បែងចាស់","អំពិល","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020121","Tbaeng Thmei","ត្បែងថ្មី","អំពិល","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020122","Kouk Prech","គោកព្រិច","អំពិល","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020123","Doun Tea","ដូនទា","អំពិល","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020124","Char","ចារ","អំពិល","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020125","Trab","ត្រប់","អំពិល","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020126","Sopheap","សុភាព","អំពិល","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020127","Pongro Ta Lei","ពង្រតាឡី","អំពិល","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020128","Ha Leam Saenchey","ហាលៀមសែនជ័យ","អំពិល","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020129","Chan Krohorm Saenchey","ច័ន្ទក្រហមសែនជ័យ","អំពិល","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020130","Decho Ou Da","តេជោអូរដា","អំពិល","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020131","Rumdul Saenchey","រំដួលសែនជ័យ","អំពិល","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020201","Beng","បេង","បេង","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020202","Totueng Thngai","ទទឹងថ្ងៃ","បេង","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020203","Tumnob Thmei","ទំនប់ថ្មី","បេង","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020204","Prasat Lbaeuk","ប្រាសាទល្បើក","បេង","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020205","Pou Thmei","ពោធិថ្មី","បេង","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020206","Prasat Bei","ប្រាសាទបី","បេង","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020207","Voa Yeav","វល្លិយាវ","បេង","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020208","Pou Chas","ពោធិចាស់","បេង","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020210","Reangsei","រង្សី","បេង","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020211","Kouk Kei","គោកកី","បេង","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020212","Kouk Kampol","គោកកំប៉ុល","បេង","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020213","Kouk Kabbas","គោកកប្បាស","បេង","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020214","Kantuy Chun","កន្ទុយជូន","បេង","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020215","Ou Rumduol","អូររំដួល","បេង","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020216","Reaksmei Souphi","រស្មីសូភី","បេង","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020217","Samraong Teab","សំរោងទាប","បេង","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020218","Ta Ma","តាម៉ា","បេង","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020219","Tumnob Chas","ទំនប់ចាស់","បេង","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020220","Yeay Tep","យាយទេព","បេង","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020221","Trapaeng Svay","ត្រពាំងស្វាយ","បេង","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020222","Pur Sen Chey","ពោធិ៍សែនជ័យ","បេង","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020223","Maly Stroang","ម៉ាលីស្រោង","បេង","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020224","Kralor Sen Chey","ក្រឡសែនជ័យ","បេង","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020301","Kouk Khpos","គោកខ្ពស់","គោកខ្ពស់","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020302","Prei","ប្រីយ៍","គោកខ្ពស់","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020303","Keab","គាប","គោកខ្ពស់","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020304","Chheu Slab","ឈើស្លាប់","គោកខ្ពស់","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020305","Tonle Sa","ទន្លេស","គោកខ្ពស់","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020306","Thnal","ថ្នល់","គោកខ្ពស់","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020307","Monorum","មនោរម្យ","គោកខ្ពស់","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020308","Prasat Ou Tong","ប្រាសាទអូរទង","គោកខ្ពស់","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020309","Prey Totueng","ព្រៃទទឹង","គោកខ្ពស់","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020310","Srah Srang","ស្រះស្រង់","គោកខ្ពស់","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020311","Bos Thom","បុស្សធំ","គោកខ្ពស់","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020312","Saen Monorom 1","សែនមនោរម្យ១","គោកខ្ពស់","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020313","Saen Monorom 2","សែនមនោរម្យ២","គោកខ្ពស់","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020401","Soengh","សឹង្ហ","គោកមន","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020402","Siliem","ស៊ីលៀម","គោកមន","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020403","Kouk Mon","គោកមន","គោកមន","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020404","Roneam Thum","រនាមធំ","គោកមន","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020405","Sala Rang","សាលារ៉ាង","គោកមន","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020406","Kanhchrieb","កញ្រ្ជៀប","គោកមន","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020407","Kouk Svay","គោកស្វាយ","គោកមន","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020408","Kur","គូរ","គោកមន","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020409","Prey Veaeng","ព្រៃវែង","គោកមន","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020410","Sith Serei","សិទ្ធិសេរី","គោកមន","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020411","Ta Nes","តានេស","គោកមន","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020412","Trapeang Ampil","ត្រពាំងអំពិល","គោកមន","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020413","Thnal Bat","ថ្នល់បត់","គោកមន","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020414","Thnal Dach","ថ្នល់ដាច់","គោកមន","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020415","Kouk Sangkaeuch","គោកសង្គើច","គោកមន","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020416","Ta Ham","តាហាំ","គោកមន","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020417","Rumchek","រំចេក","គោកមន","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020418","Thma Doun","ថ្មដូន","គោកមន","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22020419","Tamoan Saenchey","តាមាន់សែនជ័យ","គោកមន","បន្ទាយអំពិល","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22030101","Cheung Tien","ជើងទៀន","ជើងទៀន","ចុងកាល់","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22030102","Srae Prang","ស្រែប្រាំង","ជើងទៀន","ចុងកាល់","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22030103","Kouk Pongro","គោកពង្រ","ជើងទៀន","ចុងកាល់","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22030104","Ta Nouk","តាណូក","ជើងទៀន","ចុងកាល់","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22030105","Kouk Trang","គោកត្រាង","ជើងទៀន","ចុងកាល់","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22030106","Chhkae Sraeng","ឆ្កែស្រែង","ជើងទៀន","ចុងកាល់","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22030107","Kouk Reang","គោករាំង","ជើងទៀន","ចុងកាល់","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22030201","Chong Kal","ចុងកាល់","ចុងកាល់","ចុងកាល់","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22030202","Kouk Voat","គោកវត្ដ","ចុងកាល់","ចុងកាល់","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22030203","Ka","ក","ចុងកាល់","ចុងកាល់","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22030204","Prey Thum","ព្រៃធំ","ចុងកាល់","ចុងកាល់","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22030205","Chhork","ឈក","ចុងកាល់","ចុងកាល់","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22030206","Srama","ស្រម៉","ចុងកាល់","ចុងកាល់","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22030207","Banteay Chas","បន្ទាយចាស់","ចុងកាល់","ចុងកាល់","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22030208","Ah Toa","អាតោ","ចុងកាល់","ចុងកាល់","ឧត្តរមានជ័យ","","","","NCDD_2024"
"village","22030209","Bat Thkao","បាត់ថ្កៅ","ចុងកាល់","ចុងកាល់","ឧត្តរមានជ័យ","","","","NCDD_2024"
