"id","branch_id","market","market_kh","province","province_kh","district","district_kh","commune","commune_kh","village","village_kh","latitude","longitude","google_maps_url"
"417","BAN02","Kondomrey Market","ផ្សារកូនដូមរេយ","Banteay Meanchey","បន្ទាយមានជ័យ","Paoy Paet Municipality","ក្រុងប៉ោយប៉ែត","Paoy Paet Sangkat","សង្កាត់ប៉ោយប៉ែត","Poay Pet","ប៉ោយប៉ែត","13.625795","102.677313","https://www.google.com/maps?q=13.625795,102.677313"
"418","TAK03","Tram Kak Market","ផ្សារត្រាំកក់","Takeo","តាកែវ","Tram Kak","ត្រាំកក់","Tram Kak","ត្រាំកក់","","","10.911702","104.590123","https://www.google.com/maps?q=10.911702,104.590123"
"419","SIE01","Kork Thlok Market ( Small Market In Province)","ផ្សារគោកធ្លក","Siemreap","សៀមរាប","Siem Reap Municipality","ក្រុងសៀមរាប","Siem Reab Sangkat","សង្កាត់សៀមរាប","","","13.36756","103.837437","https://www.google.com/maps?q=13.36756,103.837437"
"420","PUR01","Plum Por Market","ផ្សារពលុម ពូរ","Pursat","ពោធិ៍សាត់","Kandieng","កណ្ដៀង","Kandieng","កណ្ដៀង","Kandieng","កណ្ដៀង","12.662748","103.950311","https://www.google.com/maps?q=12.662748,103.950311"
"421","PUR01","Bakchenhchien Market","ផ្សារបាក់ចេញជៀន","Pursat","ពោធិ៍សាត់","Phnum Kravanh","ភ្នំក្រវ៉ាញ","","","","","12.458932","103.784917","https://www.google.com/maps?q=12.458932,103.784917"
"422","PNP04","100 Borey Market","ផ្សារ១០០ បុរី","Phnom Penh Capital","រាជធានីភ្នំពេញ","Saensokh Khan","ខណ្ឌសែនសុខ","Tuek Thla Sangkat","សង្កាត់ទឹកថ្លា","Tuek Thla","ទឹកថ្លា","11.565454","104.881541","https://www.google.com/maps?q=11.565454,104.881541"
"423","KAN","Prek Dach Market","ផ្សារព្រេក ដាច","Kandal","កណ្ដាល","Leuk Daek","លើកដែក","Sandar","សណ្ដារ","Kandal","កណ្ដាល","11.175621","105.229555","https://www.google.com/maps?q=11.175621,105.229555"
"424","CHH01","Romeas Market","ផ្សាររូមេាស","Kampong Chhnang","កំពង់ឆ្នាំង","Tuek Phos","ទឹកផុស","Tuol Khpos","ទួលខ្ពស់","","","12.05014","104.525248","https://www.google.com/maps?q=12.05014,104.525248"
"425","SPE02","Anlong Chre Market","ផ្សារានលូង ចរេ","Kampong Speu","កំពង់ស្ពឺ","Thpong","ថ្ពង","","","","","11.752812","104.423402","https://www.google.com/maps?q=11.752812,104.423402"
"426","SPE01","Speun Dert","ផ្សារស្ពាន ដេរត","Kampong Speu","កំពង់ស្ពឺ","Aoral","ឱរ៉ាល់","","","","","11.80893","104.129028","https://www.google.com/maps?q=11.80893,104.129028"
"427","CHA10","Chong Cheach","ផ្សារចូង ចេាច","Tboung Khmum","ត្បូងឃ្មុំ","Dambae","តំបែរ","Dambae","តំបែរ","Dambae","តំបែរ","11.912307","105.861188","https://www.google.com/maps?q=11.912307,105.861188"
"428","PNP06","Big Tree Market","ផ្សារបីហ្គ ត្រេេ","Phnom Penh Capital","រាជធានីភ្នំពេញ","Russey Keo Khan","ខណ្ឌឫស្សីកែវ","Kilomaetr Lekh Prammuoy Sangkat","សង្កាត់គីឡូម៉ែត្រលេខ៦","","","11.621461","104.911452","https://www.google.com/maps?q=11.621461,104.911452"
"429","PRH01","Krang Daung","ផ្សារក្រាំងដូង","Preah Vihear","ព្រះវិហារ","Rovieng","រវៀង","Robieb","របៀប","Rovieng Cheung","រវៀងជើង","13.620652","105.030207","https://www.google.com/maps?q=13.620652,105.030207"
"430","CHH02","Psar Tbaeng Khpos Market","ផ្សារ តបែង ខពូស","Kampong Chhnang","កំពង់ឆ្នាំង","Sameakki Mean Chey","សាមគ្គីមានជ័យ","","","","","11.818935","104.642898","https://www.google.com/maps?q=11.818935,104.642898"
"431","SIE02","Preah Dak Market","ផ្សារព្រះដាក់","Siemreap","សៀមរាប","Banteay Srei","បន្ទាយស្រី","","","","","13.443995","103.939717","https://www.google.com/maps?q=13.443995,103.939717"
"432","Center1","Stueng Hav Market","ផ្សារសតុេង ហាវ","Preah Sihanouk","ព្រះសីហនុ","Stueng Hav","ស្ទឹងហាវ","Tumnob Rolok","ទំនប់រលក","","","10.73688","103.624368","https://www.google.com/maps?q=10.73688,103.624368"
"433","KAN","Tek Khang","ផ្សារតេក ខាង","Kandal","កណ្ដាល","Lvea Aem","ល្វាឯម","Tuek Khleang","ទឹកឃ្លាំង","Tuek Khleang","ទឹកឃ្លាំង","11.508924","105.128008","https://www.google.com/maps?q=11.508924,105.128008"
"434","KAM04","Chum Kiri Market","ផ្សារចុម គិរី","Kampot","កំពត","Chum Kiri","ជុំគិរី","","","","","10.922147","104.423935","https://www.google.com/maps?q=10.922147,104.423935"
"435","PRE","Ta Huy Maret","ផ្សារតា ហុយ","Prey Veng","ព្រៃវែង","Peam Chor","ពាមជរ","","","","","11.011804","105.264079","https://www.google.com/maps?q=11.011804,105.264079"
"436","THO03","Taran","ផ្សារតារាន","Kampong Thom","កំពង់ធំ","Prasat Ballangk","ប្រាសាទបល្ល័ង្គ","","","","","12.793184","104.788961","https://www.google.com/maps?q=12.793184,104.788961"
"437","THO01","Kampong Thom Market","ផ្សារកំពង់ធំ","Kampong Thom","កំពង់ធំ","Stueng Saen Municipality","ក្រុងស្ទឹងសែន","Kampong Thum Sangkat","សង្កាត់កំពង់ធំ","","","12.712238","104.888259","https://www.google.com/maps?q=12.712238,104.888259"
"438","CHH01","Psar Pongror","ផ្សារ ពូងរូរ","Kampong Chhnang","កំពង់ឆ្នាំង","Rolea B'ier","រលាប្អៀរ","Rolea B'ier","រលាប្អៀរ","","","12.278727","104.592115","https://www.google.com/maps?q=12.278727,104.592115"
"439","THO02","Tang Krasang","ផ្សារតាង ក្រាសាង","Kampong Thom","កំពង់ធំ","Santuk","សន្ទុក","Kampong Thma","កំពង់ថ្ម","Kampong Thma","កំពង់ថ្ម","12.561188","105.048633","https://www.google.com/maps?q=12.561188,105.048633"
"440","THO03","Taran","ផ្សារតារាន","Kampong Thom","កំពង់ធំ","Prasat Ballangk","ប្រាសាទបល្ល័ង្គ","","","","","12.793292","104.788885","https://www.google.com/maps?q=12.793292,104.788885"
"441","SVA03","Thou Mak  Market","ផ្សារថអូ មាក","Svay Rieng","ស្វាយរៀង","Bavet Municipality","ក្រុងបាវិត","Prey Angkunh Sangkat","សង្កាត់ព្រៃអង្គុញ","Prey Angkunh","ព្រៃអង្គុញ","11.038585","106.018429","https://www.google.com/maps?q=11.038585,106.018429"
"442","KAN","Lerkdeak Market","ផ្សារលេរកដេាក","Kandal","កណ្ដាល","Kaoh Thum","កោះធំ","Kaoh Thum Ka","កោះធំ ‹ក›","Kbal Kaoh Thum","ក្បាលកោះធំ","11.129437","105.131994","https://www.google.com/maps?q=11.129437,105.131994"
"443","PNP06","Crang Chan Market","ផ្សារករាង ចាន","Phnom Penh Capital","រាជធានីភ្នំពេញ","Russey Keo Khan","ខណ្ឌឫស្សីកែវ","Kilomaetr Lekh Prammuoy Sangkat","សង្កាត់គីឡូម៉ែត្រលេខ៦","","","11.63319","104.899003","https://www.google.com/maps?q=11.63319,104.899003"
"444","CHH02","Salalek5 Market","ផ្សារSalalek៥","Kampong Chhnang","កំពង់ឆ្នាំង","Kampong Tralach","កំពង់ត្រឡាច","Kampong Tralach","កំពង់ត្រឡាច","Kampong Tralach Leu","កំពង់ត្រឡាចលើ","11.938227","104.713862","https://www.google.com/maps?q=11.938227,104.713862"
"445","KAN","Market Dear Dong","ផ្សារដេារ ដូង","Kandal","កណ្ដាល","Leuk Daek","លើកដែក","Sandar","សណ្ដារ","Kandal","កណ្ដាល","11.249856","105.270821","https://www.google.com/maps?q=11.249856,105.270821"
"446","PRE","Ta Huy Market","ផ្សារតា ហុយ","Prey Veng","ព្រៃវែង","Peam Chor","ពាមជរ","","","","","11.012491","105.264603","https://www.google.com/maps?q=11.012491,105.264603"
"447","SPE01","Decho Akphivoadth","ផ្សារដេចូ ាកផីវូាដថ","Kampot","កំពត","Chhuk","ឈូក","Chhuk","ឈូក","","","11.131472","104.152894","https://www.google.com/maps?q=11.131472,104.152894"
"448","PRE","Sne Market","ផ្សារសនេ","Prey Veng","ព្រៃវែង","Ba Phnum","បាភ្នំ","Cheung Phnum","ជើងភ្នំ","","","11.377195","105.3933","https://www.google.com/maps?q=11.377195,105.3933"
"449","SPE02","Thnal Bambaek Market","ផ្សារថ្នល់បំបែក","Kampong Speu","កំពង់ស្ពឺ","Thpong","ថ្ពង","","","","","11.805827","104.33462","https://www.google.com/maps?q=11.805827,104.33462"
"450","BAT06","Krd","ផ្សារក្រដ","Battambang","បាត់ដំបង","Kamrieng","កំរៀង","Kamrieng","កំរៀង","Kamrieng","កំរៀង","13.086945","102.452615","https://www.google.com/maps?q=13.086945,102.452615"
"451","BAT08","Sdao Market","ផ្សារស្តៅ","Battambang","បាត់ដំបង","Rotonak Mondol","រតនមណ្ឌល","","","","","12.890828","102.973666","https://www.google.com/maps?q=12.890828,102.973666"
"452","CHH01","Psar Smart","ផ្សារ សមារត","Kampong Chhnang","កំពង់ឆ្នាំង","Kampong Chhnang Municipality","ក្រុងកំពង់ឆ្នាំង","Kampong Chhnang Sangkat","សង្កាត់កំពង់ឆ្នាំង","","","12.271452","104.628584","https://www.google.com/maps?q=12.271452,104.628584"
"453","PNP06","Market Kilo9","ផ្សារគីឡូ៩","Phnom Penh Capital","រាជធានីភ្នំពេញ","Russey Keo Khan","ខណ្ឌឫស្សីកែវ","Chrang Chamreh Ti Muoy Sangkat","សង្កាត់ច្រាំងចំរេះទី ១","Phum 1","ភូមិ ១","11.636829","104.889419","https://www.google.com/maps?q=11.636829,104.889419"
"454","KOH03","Stung Chai Makert","ផ្សារសតុង ចៃ មាកេរត","Preah Sihanouk","ព្រះសីហនុ","Kampong Seila","កំពង់សីលា","Kampong Seila","កំពង់សីលា","","","10.940165","103.798076","https://www.google.com/maps?q=10.940165,103.798076"
"455","ODD01","New Market","ផ្សារថ្មី","Oddar Meanchey","ឧត្ដរមានជ័យ","Samraong Municipality","ក្រុងសំរោង","Ou Smach Sangkat","សង្កាត់អូរស្មាច់","Ou Smach","អូរស្មាច់","14.428655","103.698624","https://www.google.com/maps?q=14.428655,103.698624"
"456","PUR02","Bamnak Market","ផ្សារបាមនាក","Pursat","ពោធិ៍សាត់","Pursat Municipality","ក្រុងពោធិ៍សាត់","","","","","12.298382","104.172608","https://www.google.com/maps?q=12.298382,104.172608"
"457","PNP03","Chbar Ampov Market","ផ្សារច្បារអំពៅ","Phnom Penh Capital","រាជធានីភ្នំពេញ","Chbar Ampov Khan","ខណ្ឌច្បារអំពៅ","Chbar Ampov Ti Pir Sangkat","សង្កាត់ច្បារអំពៅទី ២","","","11.532618","104.935358","https://www.google.com/maps?q=11.532618,104.935358"
"458","PUR02","Baknak. Market","ផ្សារបាក់ណាក់.","Pursat","ពោធិ៍សាត់","Pursat Municipality","ក្រុងពោធិ៍សាត់","","","","","12.298396","104.172651","https://www.google.com/maps?q=12.298396,104.172651"
"459","BAT03","Tipadei Market","ផ្សារតីពាដី","Battambang","បាត់ដំបង","Koas Krala","គាស់ក្រឡ","Kaos Krala","គាស់ក្រឡ","Koas Krala","គាស់ក្រឡ","12.856615","103.268094","https://www.google.com/maps?q=12.856615,103.268094"
"460","STU03","Dong Kralor Market","ផ្សារដូង ក្រាលូរ","Stung Treng","ស្ទឹងត្រែង","Stueng Traeng Municipality","ក្រុងស្ទឹងត្រែង","Stueng Traeng Sangkat","សង្កាត់ស្ទឹងត្រែង","","","13.89432","106.110922","https://www.google.com/maps?q=13.89432,106.110922"
"461","PRH02","Svay Pat","ផ្សារស្វាយ ពាត","Preah Vihear","ព្រះវិហារ","Rovieng","រវៀង","Robieb","របៀប","Rovieng Cheung","រវៀងជើង","13.49203","105.024235","https://www.google.com/maps?q=13.49203,105.024235"
"462","KAN","Chroytakeav Market","ផ្សារចរូយតាកេាវ","Kandal","កណ្ដាល","Khsach Kandal","ខ្សាច់កណ្ដាល","","","","","11.110854","105.063973","https://www.google.com/maps?q=11.110854,105.063973"
"463","KAN","Khos Thom Market","ផ្សារខូស ធំ","Kandal","កណ្ដាល","Kaoh Thum","កោះធំ","Kaoh Thum Ka","កោះធំ ‹ក›","Kbal Kaoh Thum","ក្បាលកោះធំ","11.127892","105.056793","https://www.google.com/maps?q=11.127892,105.056793"
"464","PRE","Bengburi Market","ផ្សារបេងបុរី","Prey Veng","ព្រៃវែង","Kampong Trabaek","កំពង់ត្របែក","Kampong Trabaek","កំពង់ត្របែក","Roka Thum","រកាធំ","11.037458","105.562446","https://www.google.com/maps?q=11.037458,105.562446"
"465","BAN01","Sela Khmer Market","ផ្សារសេលា ខមេរ","Banteay Meanchey","បន្ទាយមានជ័យ","Paoy Paet Municipality","ក្រុងប៉ោយប៉ែត","Paoy Paet Sangkat","សង្កាត់ប៉ោយប៉ែត","Poay Pet","ប៉ោយប៉ែត","13.72274","102.656823","https://www.google.com/maps?q=13.72274,102.656823"
"466","BAN01","Huyleng Soer","ផ្សារហុយលេង សូេរ","Banteay Meanchey","បន្ទាយមានជ័យ","Mongkol Borei","មង្គលបូរី","Banteay Neang","បន្ទាយនាង","Banteay Neang","បន្ទាយនាង","13.393646","102.930331","https://www.google.com/maps?q=13.393646,102.930331"
"467","ODD02","Rongvong Mol Market","ផ្សាររូងវូង មូល","Oddar Meanchey","ឧត្ដរមានជ័យ","Anlong Veaeng","អន្លង់វែង","Anlong Veaeng","អន្លង់វែង","","","14.232558","104.080724","https://www.google.com/maps?q=14.232558,104.080724"
"468","PRE","Phum Thom Market","ផ្សារផុម ធំ","Prey Veng","ព្រៃវែង","Kampong Trabaek","កំពង់ត្របែក","Kampong Trabaek","កំពង់ត្របែក","Roka Thum","រកាធំ","11.099424","105.567073","https://www.google.com/maps?q=11.099424,105.567073"
"469","KAN","Preychas Market","ផ្សារព្រេយចាស","Kandal","កណ្ដាល","Khsach Kandal","ខ្សាច់កណ្ដាល","Sanlung","សន្លុង","Sanlung","សន្លុង","11.685334","105.059765","https://www.google.com/maps?q=11.685334,105.059765"
"470","PNP06","New Boeng Salaang Market","ផ្សារនេវ បឹង សាលាាង","Phnom Penh Capital","រាជធានីភ្នំពេញ","Russey Keo Khan","ខណ្ឌឫស្សីកែវ","Tuol Sangkae 1 Sangkat","សង្កាត់ទួលសង្កែទី១","Toul sangke","ទួលសង្កែ","11.602554","104.910082","https://www.google.com/maps?q=11.602554,104.910082"
"471","PNP04","Teuk Thla Market","ផ្សារទឹកថ្លា","Phnom Penh Capital","រាជធានីភ្នំពេញ","Saensokh Khan","ខណ្ឌសែនសុខ","Tuek Thla Sangkat","សង្កាត់ទឹកថ្លា","Tuek Thla","ទឹកថ្លា","11.561535","104.878309","https://www.google.com/maps?q=11.561535,104.878309"
"472","KAN","Rusey Chroy","ផ្សារឫស្សី ចរូយ","Kandal","កណ្ដាល","Mukh Kampul","មុខកំពូល","Ruessei Chrouy","ឫស្សីជ្រោយ","Ruessei Chrouy","ឫស្សីជ្រោយ","11.78008","105.012342","https://www.google.com/maps?q=11.78008,105.012342"
"473","Center02","Oyadav Market","ផ្សារូយាដាវ","Ratanak Kiri","រតនគិរី","Ou Ya Dav","អូរយ៉ាដាវ","","","","","13.669125","107.356059","https://www.google.com/maps?q=13.669125,107.356059"
"474","PNP04","Trapeang Chhouk Market","ផ្សារត្រពាំងឈូក","Phnom Penh Capital","រាជធានីភ្នំពេញ","Saensokh Khan","ខណ្ឌសែនសុខ","Ou Baek K'am Sangkat","សង្កាត់អូរបែកក្អម","Ou Baek K'am","អូរបែកក្អម","11.550429","104.882737","https://www.google.com/maps?q=11.550429,104.882737"
"475","KAN","Preak Anchanh","ផ្សារព្រេាក ានចាញ","Kandal","កណ្ដាល","Mukh Kampul","មុខកំពូល","Preaek Anhchanh","ព្រែកអញ្ចាញ","Preaek Ta Baen","ព្រែកតាបែន","11.732117","104.971712","https://www.google.com/maps?q=11.732117,104.971712"
"476","CHA03","Peam Chi Kang","ផ្សារពាមជីកង","Kampong Cham","កំពង់ចាម","Kang Meas","កងមាស","Peam Chi Kang","ពាមជីកង","Peam Chi Kang","ពាមជីកង","11.943869","105.267777","https://www.google.com/maps?q=11.943869,105.267777"
"477","THO01","Potkhao Market","ផ្សារពូតខៅ","Kampong Thom","កំពង់ធំ","Santuk","សន្ទុក","Kampong Thma","កំពង់ថ្ម","Kampong Thma","កំពង់ថ្ម","12.655924","104.94276","https://www.google.com/maps?q=12.655924,104.94276"
"478","PRH01","Prame","ផ្សារព្រាមេ","Preah Vihear","ព្រះវិហារ","Preah Vihear Municipality","ក្រុងព្រះវិហារ","","","","","13.858336","105.029748","https://www.google.com/maps?q=13.858336,105.029748"
"479","PRH01","Phnom Penh Market","ផ្សារភ្នំពេញ","Preah Vihear","ព្រះវិហារ","Kuleaen","គូលែន","Kuleaen Tboung","គូលែនត្បូង","Kuleaen Tboung","គូលែនត្បូង","13.787361","104.720162","https://www.google.com/maps?q=13.787361,104.720162"
"480","PRH01","Pou","ផ្សារពអូ","Preah Vihear","ព្រះវិហារ","Tbaeng Mean Chey","ត្បែងមានជ័យ","Preah Khleang","ព្រះឃ្លាំង","","","13.8608","105.016806","https://www.google.com/maps?q=13.8608,105.016806"
"481","THO01","Srayov Market","ផ្សារស្រាយូវ","Kampong Thom","កំពង់ធំ","Stueng Saen Municipality","ក្រុងស្ទឹងសែន","Kampong Thum Sangkat","សង្កាត់កំពង់ធំ","","","12.658657","104.919794","https://www.google.com/maps?q=12.658657,104.919794"
"482","KAN","Kamkong Luong","ផ្សារកាមកូង លុូង","Kandal","កណ្ដាល","Ponhea Lueu","ពញាឮ","Ponhea Lueu","ពញាឮ","Ponhea Lueu","ពញាឮ","11.829564","104.798983","https://www.google.com/maps?q=11.829564,104.798983"
"483","BAT01","Somrorng Knong","ផ្សារសំរោង កនូង","Battambang","បាត់ដំបង","Sangkae","សង្កែ","","","","","13.120565","103.216298","https://www.google.com/maps?q=13.120565,103.216298"
"484","PRE","Tuol Sangkae Market","ផ្សារទួលសង្កែ","Prey Veng","ព្រៃវែង","Kamchay Mear","កំចាយមារ","","","","","11.673141","105.683614","https://www.google.com/maps?q=11.673141,105.683614"
"485","SPE01","Chorm","ផ្សារចូរម","Kampong Speu","កំពង់ស្ពឺ","Aoral","ឱរ៉ាល់","","","","","11.70362","103.939028","https://www.google.com/maps?q=11.70362,103.939028"
"486","BAN05","Banteaychhma","ផ្សារបន្ទាយឆ្មារ","Banteay Meanchey","បន្ទាយមានជ័យ","Thma Puok","ថ្មពួក","Banteay Chhmar","បន្ទាយឆ្មារ","Banteay Chhmar Lech","បន្ទាយឆ្មារលិច","14.06692","103.104161","https://www.google.com/maps?q=14.06692,103.104161"
"487","PRH01","Kulen Market","ផ្សារគូលែន","Preah Vihear","ព្រះវិហារ","Kuleaen","គូលែន","Kuleaen Tboung","គូលែនត្បូង","Kuleaen Tboung","គូលែនត្បូង","13.818243","104.701343","https://www.google.com/maps?q=13.818243,104.701343"
"488","ROT","Market Banlung","ផ្សារបានលុង","Ratanak Kiri","រតនគិរី","Ban Lung Municipality","ក្រុងបានលុង","","","","","13.736946","106.987358","https://www.google.com/maps?q=13.736946,106.987358"
"489","KOH01","Dong Tong Market","ផ្សារដូង តូង","Koh Kong","កោះកុង","Khemara Phoumin Municipality","ក្រុងខេមរភូមិន្ទ","","","","","11.608289","102.9823","https://www.google.com/maps?q=11.608289,102.9823"
"490","PRH02","Sa Arng","ផ្សារសា ារង","Preah Vihear","ព្រះវិហារ","Chey Saen","ជ័យសែន","","","","","13.648795","105.256852","https://www.google.com/maps?q=13.648795,105.256852"
"491","KAM01","Rong Veng Market","ផ្សាររូង វេង","Kampot","កំពត","Dang Tong","ដងទង់","Dang Tong","ដងទង់","","","10.641467","104.445083","https://www.google.com/maps?q=10.641467,104.445083"
"492","PNP08","Dom Bol Kheav","ផ្សារដូម បូល ខេាវ","Phnom Penh Capital","រាជធានីភ្នំពេញ","Pur SenChey Khan","ខណ្ឌពោធិ៍សែនជ័យ","","","","","11.527352","104.868667","https://www.google.com/maps?q=11.527352,104.868667"
"493","ROT","Market Setra","ផ្សារសេត្រា","Ratanak Kiri","រតនគិរី","Ban Lung Municipality","ក្រុងបានលុង","","","","","13.740503","106.991318","https://www.google.com/maps?q=13.740503,106.991318"
"494","PNP08","Sandi Pheap2 Market","ផ្សារសានដី Pheap២","Phnom Penh Capital","រាជធានីភ្នំពេញ","Dangkao Khan","ខណ្ឌដង្កោ","Dangkao Sangkat","សង្កាត់ដង្កោ","Khva","ខ្វា","11.501772","104.832345","https://www.google.com/maps?q=11.501772,104.832345"
"495","KOH01","Phum 4 Market","ផ្សារផុម 4","Koh Kong","កោះកុង","Khemara Phoumin Municipality","ក្រុងខេមរភូមិន្ទ","Stueng Veaeng Sangkat","សង្កាត់ស្ទឹងវែង","Stueng Veaeng","ស្ទឹងវែង","11.5958","102.979105","https://www.google.com/maps?q=11.5958,102.979105"
"496","PNP08","Preak Chrey","ផ្សារព្រេាក ជ្រៃ","Phnom Penh Capital","រាជធានីភ្នំពេញ","Dangkao Khan","ខណ្ឌដង្កោ","Preaek Kampues Sangkat","សង្កាត់ព្រែកកំពឹស","Preaek Kampues","ព្រែកកំពឹស","11.464605","104.890415","https://www.google.com/maps?q=11.464605,104.890415"
"497","PRH02","Tbeng","ផ្សារតបេង","Preah Vihear","ព្រះវិហារ","Sangkum Thmei","សង្គមថ្មី","","","","","13.579987","104.898052","https://www.google.com/maps?q=13.579987,104.898052"
"498","PNP08","San Chov","ផ្សារសាន ចូវ","Phnom Penh Capital","រាជធានីភ្នំពេញ","Pur SenChey Khan","ខណ្ឌពោធិ៍សែនជ័យ","","","","","11.524803","104.865623","https://www.google.com/maps?q=11.524803,104.865623"
"499","KAN","Prek Khut Market","ផ្សារព្រេក ខុត","Kandal","កណ្ដាល","S'ang","ស្អាង","S'ang Phnum","ស្អាងភ្នំ","Preaek Slaeng","ព្រែកស្លែង","11.363522","105.01171","https://www.google.com/maps?q=11.363522,105.01171"
"500","TAK03","Kbal Khoch Market","ផ្សារក្បាលខូច","Takeo","តាកែវ","Tram Kak","ត្រាំកក់","Tram Kak","ត្រាំកក់","","","10.959645","104.582173","https://www.google.com/maps?q=10.959645,104.582173"
"501","PNP08","Piphustmey2 Market","ផ្សារពិភពថ្មី២","Phnom Penh Capital","រាជធានីភ្នំពេញ","Dangkao Khan","ខណ្ឌដង្កោ","Dangkao Sangkat","សង្កាត់ដង្កោ","Khva","ខ្វា","11.499534","104.819348","https://www.google.com/maps?q=11.499534,104.819348"
"502","SIE01","Cha Chouk Market","ផ្សារចា ឈូក","Siemreap","សៀមរាប","Angkor Chum","អង្គរជុំ","","","","","13.683674","103.648086","https://www.google.com/maps?q=13.683674,103.648086"
"503","SPE02","Chamka Rompov Market","ផ្សារចំការរម្ពៅ","Kampong Speu","កំពង់ស្ពឺ","Thpong","ថ្ពង","","","","","11.801443","104.246717","https://www.google.com/maps?q=11.801443,104.246717"
"504","SIE01","Pouk Market","ផ្សារពអូក","Siemreap","សៀមរាប","Puok","ពួក","Puok","ពួក","Puok Chas","ពួកចាស់","13.441742","103.728671","https://www.google.com/maps?q=13.441742,103.728671"
"505","PNP08","Dom Bol Krohorm","ផ្សារដូម បូល ក្រូហូរម","Phnom Penh Capital","រាជធានីភ្នំពេញ","Pur SenChey Khan","ខណ្ឌពោធិ៍សែនជ័យ","","","","","11.525448","104.871417","https://www.google.com/maps?q=11.525448,104.871417"
"506","KRA01","Chhloung Market","ផ្សារឆ្លូង","Kratie","ក្រចេះ","Chhloung","ឆ្លូង","Chhloung","ឆ្លូង","Chhney","ឈ្នៃ","12.25239","105.97659","https://www.google.com/maps?q=12.25239,105.97659"
"507","BAN01","Ou Bey Chean Market","ផ្សារអូរបីជាន់","Banteay Meanchey","បន្ទាយមានជ័យ","Ou Chrov","អូរជ្រៅ","Ou Beichoan","អូរបីជាន់","Ou Beichoan","អូរបីជាន់","13.773331","102.736408","https://www.google.com/maps?q=13.773331,102.736408"
"508","BAN01","Pong Ro Market","ផ្សារពង្រ","Banteay Meanchey","បន្ទាយមានជ័យ","Serei Saophoan Municipality","ក្រុងសិរីសោភ័ណ","","","","","13.622381","102.962868","https://www.google.com/maps?q=13.622381,102.962868"
"509","SIE02","Boueng Kchong Market","ផ្សារបអូេង កចូង","Siemreap","សៀមរាប","Soutr Nikom","សូទ្រនិគម","Dam Daek","ដំដែក","Dam Daek Phsar","ដំដែកផ្សារ","13.205938","104.137276","https://www.google.com/maps?q=13.205938,104.137276"
"510","BAN01","Chen Khmaw","ផ្សារចេន ខមាវ","Banteay Meanchey","បន្ទាយមានជ័យ","Serei Saophoan Municipality","ក្រុងសិរីសោភ័ណ","","","","","13.571","102.985097","https://www.google.com/maps?q=13.571,102.985097"
"511","Center01","Ban Phvang Market","ផ្សារបាន ផវាង","Ratanak Kiri","រតនគិរី","Veun Sai","វើនសៃ","Veun Sai","វើនសៃ","Veun Sai","វើនសៃ","13.974004","106.815176","https://www.google.com/maps?q=13.974004,106.815176"
"512","Center02","Bokeo","ផ្សារបូកេូ","Ratanak Kiri","រតនគិរី","Bar Kaev","បរកែវ","","","","","13.686005","107.21428","https://www.google.com/maps?q=13.686005,107.21428"
"513","TAK03","Chambok Market","ផ្សារចាមបូក","Takeo","តាកែវ","Bati","បាទី","Chambak","ចំបក់","Bacham","បចាម","11.242387","104.812016","https://www.google.com/maps?q=11.242387,104.812016"
"514","BAT10","Ou Daunta Market","ផ្សារអូរដូនតា","Battambang","បាត់ដំបង","Rotonak Mondol","រតនមណ្ឌល","","","","","13.071565","102.72793","https://www.google.com/maps?q=13.071565,102.72793"
"515","Center2","Trapeang Moul","ផ្សារត្រាពេាង មអូល","Preah Sihanouk","ព្រះសីហនុ","Prey Nob","ព្រៃនប់","Veal Renh","វាលរេញ","Veal Thum","វាលធំ","10.754845","103.804475","https://www.google.com/maps?q=10.754845,103.804475"
"516","Center1","Tumnob Rolork Market","ផ្សារទំនប់ រូលូរក","Preah Sihanouk","ព្រះសីហនុ","Preah Sihanouk Municipality","ក្រុងព្រះសីហនុ","","","","","10.663178","103.522021","https://www.google.com/maps?q=10.663178,103.522021"
"517","BAT02","Reing Kesei","ផ្សាររីង កេសី","Battambang","បាត់ដំបង","Sangkae","សង្កែ","Reang Kesei","រាំងកេសី","Reang Kesei","រាំងកេសី","12.968655","103.259112","https://www.google.com/maps?q=12.968655,103.259112"
"518","SPE02","Trapeang Cho Market","ផ្សារត្រពាំងជោ","Kampong Speu","កំពង់ស្ពឺ","Aoral","ឱរ៉ាល់","","","","","11.80458","104.163658","https://www.google.com/maps?q=11.80458,104.163658"
"519","Center2","O. Chamna","ផ្សារO. ចាមនា","Preah Sihanouk","ព្រះសីហនុ","Kampong Seila","កំពង់សីលា","Kampong Seila","កំពង់សីលា","Krang At","ក្រាំងអាត់","10.590216","103.763889","https://www.google.com/maps?q=10.590216,103.763889"
"520","THO02","Baksna","ផ្សារបាកសនា","Kampong Thom","កំពង់ធំ","Baray","បារាយណ៍","Baray","បារាយណ៍","Baray Thum","បារាយណ៍ធំ","12.516578","105.281614","https://www.google.com/maps?q=12.516578,105.281614"
"521","SPE03","Pang Sey Market","ផ្សារពាង សេយ","Takeo","តាកែវ","Samraong","សំរោង","Samraong","សំរោង","Samraong","សំរោង","11.187915","104.690642","https://www.google.com/maps?q=11.187915,104.690642"
