"id","branch_id","market","market_kh","province","province_kh","district","district_kh","commune","commune_kh","village","village_kh","latitude","longitude","google_maps_url"
"522","ODD03","Deikrohorm","ផ្សារដីក្រូហូរម","Oddar Meanchey","ឧត្ដរមានជ័យ","Trapeang Prasat","ត្រពាំងប្រាសាទ","Trapeang Prasat","ត្រពាំងប្រាសាទ","Trapeang Prasat","ត្រពាំងប្រាសាទ","14.112088","104.34254","https://www.google.com/maps?q=14.112088,104.34254"
"523","TAK03","Ang Rorka Market","ផ្សារាង រូរកា","Takeo","តាកែវ","Tram Kak","ត្រាំកក់","Tram Kak","ត្រាំកក់","","","11.035042","104.589764","https://www.google.com/maps?q=11.035042,104.589764"
"524","PRH03","Chhertenlkorng","ផ្សារឆេរតេនលកូរង","","","","","","","","","14.434708","104.947","https://www.google.com/maps?q=14.434708,104.947"
"525","TAK03","Botrorka Market","ផ្សារបូត្រូរកា","Takeo","តាកែវ","Samraong","សំរោង","Samraong","សំរោង","Samraong","សំរោង","11.144773","104.803969","https://www.google.com/maps?q=11.144773,104.803969"
"526","PNP08","Piphustmey1 Market","ផ្សារពិភពថ្មី១","Phnom Penh Capital","រាជធានីភ្នំពេញ","Doun Penh Khan","ខណ្ឌដូនពេញ","","","","","11.490995","104.816745","https://www.google.com/maps?q=11.490995,104.816745"
"527","Center2","Boeng Taprum","ផ្សារបឹង តាព្រុម","Preah Sihanouk","ព្រះសីហនុ","Kampong Seila","កំពង់សីលា","Kampong Seila","កំពង់សីលា","Krang At","ក្រាំងអាត់","10.57211","103.774436","https://www.google.com/maps?q=10.57211,103.774436"
"528","PNP08","Vatanak2 Market","ផ្សារVatanak២","Phnom Penh Capital","រាជធានីភ្នំពេញ","Dangkao Khan","ខណ្ឌដង្កោ","Krang Pongro Sangkat","សង្កាត់ក្រាំងពង្រ","Krang Pongro","ក្រាំងពង្រ","11.452781","104.807867","https://www.google.com/maps?q=11.452781,104.807867"
"529","PRH02","Ta Seng","ផ្សារតាសេង","Preah Vihear","ព្រះវិហារ","Sangkum Thmei","សង្គមថ្មី","","","","","13.404843","104.781112","https://www.google.com/maps?q=13.404843,104.781112"
"530","CHH02","Phsa Kompong Prasat","ផ្សារ កំពង់ ប្រាសាទ","Kampong Chhnang","កំពង់ឆ្នាំង","Kampong Tralach","កំពង់ត្រឡាច","Kampong Tralach","កំពង់ត្រឡាច","Kampong Tralach Leu","កំពង់ត្រឡាចលើ","12.070221","104.773087","https://www.google.com/maps?q=12.070221,104.773087"
"531","KAM01","Tropheang Ompov","ផ្សារត្រូផេាង ូមពូវ","Kampot","កំពត","Kampot Municipality","ក្រុងកំពត","","","","","10.613627","103.929896","https://www.google.com/maps?q=10.613627,103.929896"
"532","PNP08","Sopheak Mongkol Market","ផ្សារសូផេាក មូងកូល","Phnom Penh Capital","រាជធានីភ្នំពេញ","Dangkao Khan","ខណ្ឌដង្កោ","Dangkao Sangkat","សង្កាត់ដង្កោ","Khva","ខ្វា","11.502124","104.829138","https://www.google.com/maps?q=11.502124,104.829138"
"533","BAN01","Changha Market","ផ្សារចាងហា","Banteay Meanchey","បន្ទាយមានជ័យ","Ou Chrov","អូរជ្រៅ","Changha","ចង្ហា","","","13.648456","102.88859","https://www.google.com/maps?q=13.648456,102.88859"
"534","KAN","Prek Kok Market","ផ្សារព្រេក កុក","Kandal","កណ្ដាល","S'ang","ស្អាង","S'ang Phnum","ស្អាងភ្នំ","","","11.347147","105.017348","https://www.google.com/maps?q=11.347147,105.017348"
"535","ODD01","Banana Plantation Market","ផ្សារបានានា ពលានតាតីូន","Oddar Meanchey","ឧត្ដរមានជ័យ","Samraong Municipality","ក្រុងសំរោង","Samraong Sangkat","សង្កាត់សំរោង","Samraong","សំរោង","14.408681","103.693006","https://www.google.com/maps?q=14.408681,103.693006"
"536","BAT02","Svay Cheat","ផ្សារស្វាយ ចេាត","Battambang","បាត់ដំបង","Sangkae","សង្កែ","","","","","12.928674","103.252992","https://www.google.com/maps?q=12.928674,103.252992"
"537","Center1","Peanichkam Market","ផ្សារពេានីចកាម","Preah Sihanouk","ព្រះសីហនុ","Preah Sihanouk Municipality","ក្រុងព្រះសីហនុ","","","","","10.625079","103.521561","https://www.google.com/maps?q=10.625079,103.521561"
"538","CHH02","Trach Market","ផ្សារត្រាច","Kampong Chhnang","កំពង់ឆ្នាំង","Sameakki Mean Chey","សាមគ្គីមានជ័យ","","","","","11.846731","104.721311","https://www.google.com/maps?q=11.846731,104.721311"
"539","PUR03","Me Toek, Market","ផ្សារមេ តូេក,","Pursat","ពោធិ៍សាត់","Bakan","បាកាន","","","","","12.695355","103.7401","https://www.google.com/maps?q=12.695355,103.7401"
"540","THO02","Kakaoh","ផ្សារកាកៅហ","Kampong Thom","កំពង់ធំ","Santuk","សន្ទុក","Kakaoh","កកោះ","Santuk Krau","សន្ទុកក្រៅ","12.628021","104.989341","https://www.google.com/maps?q=12.628021,104.989341"
"541","KAN","Prek Touch Old Market","ផ្សារព្រែកតូច ូលដ","Kandal","កណ្ដាល","S'ang","ស្អាង","S'ang Phnum","ស្អាងភ្នំ","Preaek Slaeng","ព្រែកស្លែង","11.35995","105.006738","https://www.google.com/maps?q=11.35995,105.006738"
"542","Center2","Koh Khorng","ផ្សារកោះខ្យង","Preah Sihanouk","ព្រះសីហនុ","Kampong Seila","កំពង់សីលា","Kampong Seila","កំពង់សីលា","Krang At","ក្រាំងអាត់","10.536266","103.787784","https://www.google.com/maps?q=10.536266,103.787784"
"543","TAK01","Koh Andeth Market","ផ្សារកោះអណ្តែត","Takeo","តាកែវ","Kaoh Andaet","កោះអណ្ដែត","","","","","10.797002","104.947035","https://www.google.com/maps?q=10.797002,104.947035"
"544","PNP08","Krang Pongro Markets","ផ្សារក្រាំងពង្រ","Phnom Penh Capital","រាជធានីភ្នំពេញ","Dangkao Khan","ខណ្ឌដង្កោ","Krang Pongro Sangkat","សង្កាត់ក្រាំងពង្រ","Krang Pongro","ក្រាំងពង្រ","11.447011","104.804866","https://www.google.com/maps?q=11.447011,104.804866"
"545","ODD02","Toul Svay","ផ្សារទួលស្វាយ","Oddar Meanchey","ឧត្ដរមានជ័យ","Anlong Veaeng","អន្លង់វែង","Anlong Veaeng","អន្លង់វែង","","","14.225325","103.897168","https://www.google.com/maps?q=14.225325,103.897168"
"546","PRE","Pamchor Maret","ផ្សារពាមចូរ","Prey Veng","ព្រៃវែង","Peam Chor","ពាមជរ","","","","","11.107479","105.223802","https://www.google.com/maps?q=11.107479,105.223802"
"547","KAM01","Kdat","ផ្សារកដាត","Kampot","កំពត","Kampot Municipality","ក្រុងកំពត","","","","","10.570497","104.009517","https://www.google.com/maps?q=10.570497,104.009517"
"548","SIE01","Prei Chrouk Market","ផ្សារព្រី ចរអូក","Siemreap","សៀមរាប","Puok","ពួក","Puok","ពួក","Puok Chas","ពួកចាស់","13.534124","103.550468","https://www.google.com/maps?q=13.534124,103.550468"
"549","KAN","Kandal Market","ផ្សារកណ្ដាល","Kandal","កណ្ដាល","S'ang","ស្អាង","S'ang Phnum","ស្អាងភ្នំ","","","11.35711","104.991323","https://www.google.com/maps?q=11.35711,104.991323"
"550","Center1","Ostress Market","ផ្សារូសត្រេសស","Preah Sihanouk","ព្រះសីហនុ","Preah Sihanouk Municipality","ក្រុងព្រះសីហនុ","","","","","10.571861","103.558995","https://www.google.com/maps?q=10.571861,103.558995"
"551","KAN","Puk Reussei","ផ្សារពុក រេុសសី","Kandal","កណ្ដាល","Khsach Kandal","ខ្សាច់កណ្ដាល","","","","","11.699872","104.971742","https://www.google.com/maps?q=11.699872,104.971742"
"552","SPE01","Khnun Thurt","ផ្សារខនុន ថុរត","Kampong Speu","កំពង់ស្ពឺ","Aoral","ឱរ៉ាល់","","","","","11.687717","104.12915","https://www.google.com/maps?q=11.687717,104.12915"
"553","KAN","Prek Khmer Market","ផ្សារព្រែកខ្មែរ","Kandal","កណ្ដាល","S'ang","ស្អាង","S'ang Phnum","ស្អាងភ្នំ","","","11.358637","104.983577","https://www.google.com/maps?q=11.358637,104.983577"
"554","SVA01","Svay Chrum Market","ផ្សារស្វាយជ្រំ","Svay Rieng","ស្វាយរៀង","Svay Chrum","ស្វាយជ្រំ","Ta Suos","តាសួស","Svay K'ae","ស្វាយក្អែ","11.118658","105.712801","https://www.google.com/maps?q=11.118658,105.712801"
"555","SVA02","Tapov Market","ផ្សារតាពូវ","Svay Rieng","ស្វាយរៀង","Svay Rieng Municipality","ក្រុងស្វាយរៀង","Svay Rieng Sangkat","សង្កាត់ស្វាយរៀង","Svay Rieng","ស្វាយរៀង","11.062915","106.1339","https://www.google.com/maps?q=11.062915,106.1339"
"556","PNP08","Toulsombo Markets","ផ្សារតអូលសូមបូ","Phnom Penh Capital","រាជធានីភ្នំពេញ","Dangkao Khan","ខណ្ឌដង្កោ","Prey Veaeng Sangkat","សង្កាត់ព្រៃវែង","Prey Veaeng Khang Lech","ព្រៃវែងខាងលិច","11.46271","104.844439","https://www.google.com/maps?q=11.46271,104.844439"
"557","STU03","Ou Svay Market","ផ្សារអូ ស្វាយ","Stung Treng","ស្ទឹងត្រែង","Stueng Traeng Municipality","ក្រុងស្ទឹងត្រែង","Stueng Traeng Sangkat","សង្កាត់ស្ទឹងត្រែង","","","13.880833","106.00458","https://www.google.com/maps?q=13.880833,106.00458"
"558","PRH01","Srayang Market","ផ្សារស្រាយាង","Preah Vihear","ព្រះវិហារ","Kuleaen","គូលែន","Srayang","ស្រយង់","Srayang Tboung","ស្រយង់ត្បូង","13.70213","104.554076","https://www.google.com/maps?q=13.70213,104.554076"
"559","SIE02","Phsar Leu Thom Tmey","ផ្សារលើធំថ្មី","Siemreap","សៀមរាប","Siem Reap Municipality","ក្រុងសៀមរាប","Siem Reab Sangkat","សង្កាត់សៀមរាប","Pou Banteay Chey","ពោធិបន្ទាយជ័យ","13.360179","103.874622","https://www.google.com/maps?q=13.360179,103.874622"
"560","SIE02","Spean Dek Market","ផ្សារស្ពាន ដេក","Siemreap","សៀមរាប","Siem Reap Municipality","ក្រុងសៀមរាប","Siem Reab Sangkat","សង្កាត់សៀមរាប","","","13.367188","103.862353","https://www.google.com/maps?q=13.367188,103.862353"
"561","PNP09","Trapeang Chhouk Market","ផ្សារត្រពាំងឈូក","Phnom Penh Capital","រាជធានីភ្នំពេញ","Doun Penh Khan","ខណ្ឌដូនពេញ","","","","","11.498008","104.777668","https://www.google.com/maps?q=11.498008,104.777668"
"562","SVA03","Kampong Rou Market","ផ្សារកំពង់ រអូ","Svay Rieng","ស្វាយរៀង","Kampong Rou","កំពង់រោទិ៍","Thmei","ថ្មី","Thmei","ថ្មី","10.918788","105.939092","https://www.google.com/maps?q=10.918788,105.939092"
"563","TAK03","Svay Prey","ផ្សារស្វាយព្រៃ","Takeo","តាកែវ","Samraong","សំរោង","Samraong","សំរោង","Ta Poun Khang Kaeut","តាពោនខាងកើត","11.070773","104.759968","https://www.google.com/maps?q=11.070773,104.759968"
"564","PRE","Krabau Market","ផ្សារក្រាបាុ","Prey Veng","ព្រៃវែង","Kamchay Mear","កំចាយមារ","","","","","11.624959","105.759729","https://www.google.com/maps?q=11.624959,105.759729"
"565","SIE01","Komgpong Market","ផ្សារកូមហ្គពូង","Siemreap","សៀមរាប","Chi Kraeng","ជីក្រែង","Kampong Kdei","កំពង់ក្ដី","Kampong Kdei Pir","កំពង់ក្ដី២","13.080438","104.296504","https://www.google.com/maps?q=13.080438,104.296504"
"566","SPE03","Daemrka","ផ្សារដែមរកា","Takeo","តាកែវ","Bati","បាទី","Sour Phi","សូរភី","","","11.297297","104.712222","https://www.google.com/maps?q=11.297297,104.712222"
"567","SIE01","KokSnuol Market","ផ្សារកូកសនអូល","Siemreap","សៀមរាប","Puok","ពួក","Puok","ពួក","Puok Chas","ពួកចាស់","13.410952","103.77902","https://www.google.com/maps?q=13.410952,103.77902"
"568","SIE02","Phum Trang Market","ផ្សារផុម ត្រាង","Siemreap","សៀមរាប","Siem Reap Municipality","ក្រុងសៀមរាប","Siem Reab Sangkat","សង្កាត់សៀមរាប","","","13.369376","103.863385","https://www.google.com/maps?q=13.369376,103.863385"
"569","Center1","Tarom Yeaytoch New Star Market","ផ្សារតារូម យេាយតូច នេវ សតារ","Preah Sihanouk","ព្រះសីហនុ","Preah Sihanouk Municipality","ក្រុងព្រះសីហនុ","","","","","10.62195","103.560199","https://www.google.com/maps?q=10.62195,103.560199"
"570","SPE01","Vatchumna","ផ្សារវាតចុមនា","Kampong Speu","កំពង់ស្ពឺ","Samraong Tong","សំរោងទង","Samrong Tong","សំរោងទង","Samrong Tong Leu","សំរោងទងលើ","11.449596","104.490281","https://www.google.com/maps?q=11.449596,104.490281"
