"No","ID","EN name","KH name","province_id","province_en","province_kh","district_id","district_en","district_kh","district_id","commune_","commune_","commune"
"643","MKT_1871","Preak Kvet Small Market","ផ្សារព្រេាក កវេត សមាលល","12","Phnom Penh","ភ្នំពេញ","1210","Chrouy Changvar","ជ្រោយចង្វារ","1210","121002","Preaek Lieb","ព្រែកលៀប"
"644","MKT_1872","Stueng Trang Market","ផ្សារសតុេង ត្រាង","03","Kampong Cham","កំពង់ចាម","0315","Stueng Trang","ស្ទឹងត្រង់","0315","120209","Phsar Chas","ផ្សារចាស់"
"645","MKT_1873","Bon Teiy Khmer","ផ្សារបូន តីយ ខមេរ","05","Kampong Speu","កំពង់ស្ពឺ","0503","Kong Pisei","គងពិសី","0503","120209","Phsar Chas","ផ្សារចាស់"
"646","MKT_1874","Monorom","ផ្សារមនោរម្យ","12","Phnom Penh","ភ្នំពេញ","1209","Pur SenChey","ពោធិ៍សែនជ័យ","1209","120916","Chaom Chau 3","ចោមចៅទី៣"
"647","MKT_1875","Ombok Grass Market","ផ្សារូមបូក ហ្គរាសស","07","Kampot","កំពត","0702","Banteay Meas","បន្ទាយមាស","0702","070202","Banteay Meas Khang lech","បន្ទាយមាសខាងលិច"
"648","MKT_1876","Market Place","ផ្សារ Market Place","14","Prey Veng","ព្រៃវែង","1405","Me Sang","មេសាង","1405","140506","Prey Totueng","ព្រៃទទឹង"
"649","MKT_1877","Ang Ta Saom Market","ផ្សារអង្គតាសោម","21","Takeo","តាកែវ","2109","Tram Kak","ត្រាំកក់","2109","210901","Angk Ta Saom","អង្គតាសោម"
"650","MKT_1878","Neak Loeung","ផ្សារអ្នកលឿង","08","Kandal","កណ្តាល","0805","Leuk Daek","លើកដែក","0805","080507","Sandar","សណ្ដារ"
"651","MKT_1879","Kabko Market","ផ្សារកាបកូ","12","Phnom Penh","ភ្នំពេញ","1201","Chamkar Mon","ចំការមន","1201","120101","Tonle Basak","ទន្លេបាសាក់"
"652","MKT_1880","Kvang Market","ផ្សារកវាង","02","Battambang","Battambang","0208","Sangkae","សង្កែ","0208","020810","Vaot Ta Muem","វត្ដតាមិម"
"653","MKT_1881","Boeng Tumpun Market","ផ្សារបឹងទំពុន","12","Phnom Penh","ភ្នំពេញ","1206","Mean Chey","មានជ័យ","1206","120610","Stueng Mean chey 3","ស្ទឹងមានជ័យទី៣"
"654","MKT_1882","Kos Raes","ផ្សារកូស រែស","08","Kandal","កណ្តាល","0806","Lvea Aem","ល្វាឯម","0806","080606","Lvea Sar","ល្វាសរ"
"655","MKT_1883","Ta Chhe Market","ផ្សារតាជេ","18","Preah Sihanouk","ព្រះសីហនុ","1801","Preah Sihanouk","ព្រះសីហនុ","1801","120209","Phsar Chas","ផ្សារចាស់"
"656","MKT_1884","Chamka Ko Market","ផ្សារចំការគោ","01","Banteay Meanchey","បន្ទាយមានជ័យ","0106","Serei Saophoan","សិរីសោភ័ណ","0106","010607","Preah Ponlea","ព្រះពន្លា"
"657","MKT_1885","Psar Lu Market","ផ្សារ លុ","02","Battambang","Battambang","0203","Battambang","បាត់ដំបង","0203","020309","Ou Char","អូរចារ"
"658","MKT_1886","Prum Market","ផ្សារព្រំ","24","Pailin","ប៉ៃលិន","2402","Sala Krau","សាលាក្រៅ","2402","240201","Sala Krau","សាលាក្រៅ"
"659","MKT_1887","Tbang Market","ផ្សារតបាង","13","Preah Vihear","ព្រះវិហារ","1306","Sangkum Thmei","សង្គមថ្មី","1306","120209","Phsar Chas","ផ្សារចាស់"
"660","MKT_1888","Char Market","ផ្សារចារ","21","Takeo","តាកែវ","2106","Prey Kabbas","ព្រៃកប្បាស","2106","210609","Prey Kabbas","ព្រៃកប្បាស"
"661","MKT_1889","Cohng​ Kal Market","ផ្សារកូហង​ កាល","22","Oddar Meanchey","ឧត្តរមានជ័យ","2203","Chong Kal","ចុងកាល់","2203","220302","Chong Kal","ចុងកាល់"
"662","MKT_1890","Ta Ngean Market","ផ្សារតាង៉ែន","02","Battambang","Battambang","0201","Banan","បាណន់","0201","020106","Phnum Sampov","ភ្នំសំពៅ"
"663","MKT_1891","Beungkouk","ផ្សារបឹងកុក","03","Kampong Cham","កំពង់ចាម","0305","Kampong Cham","កំពង់ចាម","0305","030502","Kampong Cham","កំពង់ចាម"
"664","MKT_1892","Ta Mok Market","ផ្សារតាម៉ុក","08","Kandal","កណ្តាល","0810","S'ang","ស្អាង","0810","081004","Kaoh Khsach Tonlea","កោះខ្សាច់ទន្លា"
"665","MKT_1893","Praktadoul","ផ្សារប្រក្តាដួល","08","Kandal","កណ្តាល","0804","Kaoh Thum","កោះធំ","0804","080404","Kaoh Thum Ka","កោះធំ ‹ក›"
"666","MKT_1894","Pich Nill Market","ផ្សារពីច នីលល","05","Kampong Speu","កំពង់ស្ពឺ","0506","Phnum Sruoch","ភ្នំស្រួច","0506","050613","Traeng Trayueng","ត្រែងត្រយឹង"
"667","MKT_1895","Boeung Trabek","ផ្សារបឹងត្របែក","12","Phnom Penh","ភ្នំពេញ","1201","Chamkar Mon","ចំការមន","1201","120111","Boeng Trabaek","បឹងត្របែក"
"668","MKT_1896","Krang Chek","ផ្សារក្រាំងចេក","05","Kampong Speu","កំពង់ស្ពឺ","0503","Kong Pisei","គងពិសី","0503","120209","Phsar Chas","ផ្សារចាស់"
"669","MKT_1897","Korm Phong Chamlorg","ផ្សារកូរម ផូង ចាមលូរហ្គ","08","Kandal","កណ្តាល","0805","Leuk Daek","លើកដែក","0805","080507","Sandar","សណ្ដារ"
"670","MKT_1898","Tean Phleung Market","ផ្សារតេាន ផលេុង","14","Prey Veng","ព្រៃវែង","1402","Kamchay Mear","កំចាយមារ","1402","140205","Seang Khveang","ស៊ាងឃ្វាង"
"671","MKT_1899","Apsara Phsar Leu","ផ្សារាពសារា ផ្សារ លើ","02","Battambang","Battambang","0203","Battambang","បាត់ដំបង","0203","020302","Prek Preah Sdach","ព្រែកព្រះស្ដេច"
"672","MKT_1900","Trapeang Prat","ផ្សារត្រពាំងប្រិត","22","Oddar Meanchey","ឧត្តរមានជ័យ","2205","Trapeang Prasat","ត្រពាំងប្រាសាទ","2205","220506","Trapeang Prasat","ត្រពាំងប្រាសាទ"
"673","MKT_1901","Chhouk Market","ផ្សារឈូក","07","Kampot","កំពត","0703","Chhuk","ឈូក","0703","070304","Chhuk","ឈូក"
"674","MKT_1902","Chom Chao Market","ផ្សារចោមចៅ","12","Phnom Penh","ភ្នំពេញ","1209","Pur SenChey","ពោធិ៍សែនជ័យ","1209","120916","Chaom Chau 3","ចោមចៅទី៣"
"675","MKT_1903","Jon Klong Market","ផ្សារជូន កលូង","02","Battambang","Battambang","0206","Moung Ruessei","មោងឫស្សី","0206","120209","Phsar Chas","ផ្សារចាស់"
"676","MKT_1904","Svayromeit Market","ផ្សារស្វាយរមៀត","08","Kandal","កណ្តាល","0807","Mukh Kampul","មុខកំពូល","0807","080709","Ruessei Chrouy","ឫស្សីជ្រោយ"
"677","MKT_1905","Tuol Kork Market","ផ្សារទួលគោក","12","Phnom Penh","ភ្នំពេញ","1204","Tuol Kouk","ទួលគោក","1204","120408","Boeng Kak Ti Pir","បឹងកក់ទី ២"
"678","MKT_1906","Phnom Dek","ផ្សារភ្នំដែក","13","Preah Vihear","ព្រះវិហារ","1305","Rovieng","រវៀង","1305","130501","Robieb","របៀប"
"679","MKT_1907","Prek Korng Market","ផ្សារព្រេក កូរង","08","Kandal","កណ្តាល","0803","Khsach Kandal","ខ្សាច់កណ្ដាល","0803","120209","Phsar Chas","ផ្សារចាស់"
"680","MKT_1908","Slorkram Market","ផ្សារសលូរក្រាម","02","Battambang","Battambang","0208","Sangkae","សង្កែ","0208","020810","Vaot Ta Muem","វត្ដតាមិម"
"681","MKT_1909","Chomrka Luang Market","ផ្សារចូមរកា លុាង","18","Preah Sihanouk","ព្រះសីហនុ","1804","Kampong Seila","កំពង់សីលា","1804","180402","Kampong Seila","កំពង់សីលា"
"682","MKT_1910","Deom Apil Market","ផ្សារដើមអំពិល","08","Kandal","កណ្តាល","0811","Ta Khmau","តាខ្មៅ","0811","081104","Ta Khmao","តាខ្មៅ"
"683","MKT_1911","Phsar Keb","ផ្សារកែប","23","Kep","កែប","1202","Doun Penh","ដូនពេញ","1202","120209","Phsar Chas","ផ្សារចាស់"
"684","MKT_1912","Pangrolem Markets","ផ្សារពាងរូលេម","24","Pailin","ប៉ៃលិន","2401","Pailin","ប៉ៃលិន","2401","240101","Pailin","ប៉ៃលិន"
"685","MKT_1913","Dey Tmey","ផ្សារដេយ ថ្មី","12","Phnom Penh","ភ្នំពេញ","1206","Mean Chey","មានជ័យ","1206","120610","Stueng Mean chey 3","ស្ទឹងមានជ័យទី៣"
"686","MKT_1914","Kouk Mon Market","ផ្សារគោកមន","22","Oddar Meanchey","ឧត្តរមានជ័យ","2202","Banteay Ampil","បន្ទាយអំពិល","2202","220204","Kouk Mon","គោកមន"
"687","MKT_1915","7 Makara Market","ផ្សារ៧មករា","12","Phnom Penh","ភ្នំពេញ","1204","Tuol Kouk","ទួលគោក","1204","120408","Boeng Kak Ti Pir","បឹងកក់ទី ២"
"688","MKT_1916","Po Tivong Market","ផ្សារពូ តីវូង","02","Battambang","Battambang","0203","Battambang","បាត់ដំបង","0203","020309","Ou Char","អូរចារ"
"689","MKT_1917","Romdoul Market","ផ្សាររូមដអូល","12","Phnom Penh","ភ្នំពេញ","1209","Pur SenChey","ពោធិ៍សែនជ័យ","1209","120906","Samraong Kraom","សំរោងក្រោម"
"690","MKT_1918","Market Prey Nob","ផ្សារព្រៃនប់","18","Preah Sihanouk","ព្រះសីហនុ","1802","Prey Nob","ព្រៃនប់","1802","180207","Prey Nob","ព្រៃនប់"
"691","MKT_1919","Teok Vel Market","ផ្សារទឹកវេល","08","Kandal","កណ្តាល","0810","S'ang","ស្អាង","0810","081016","Tuek Vil","ទឹកវិល"
"692","MKT_1920","Phsar Leu","ផ្សារលើ","18","Preah Sihanouk","ព្រះសីហនុ","1801","Preah Sihanouk","ព្រះសីហនុ","1801","120209","Phsar Chas","ផ្សារចាស់"
"693","MKT_1921","Trapeang Kraleoung Markit","ផ្សារត្រពាំងក្រឡឹង","05","Kampong Speu","កំពង់ស្ពឺ","0506","Phnum Sruoch","ភ្នំស្រួច","0506","120209","Phsar Chas","ផ្សារចាស់"
"694","MKT_1922","Krava","ផ្សារក្រវ៉ា","06","Kampong Thom","កំពង់ធំ","0601","Baray","បារាយណ៍","0601","060103","Baray","បារាយណ៍"
"695","MKT_1923","Phsar Tang Kor Sang Thmey","ផ្សារ តាង កូរ សាង ថ្មី","12","Phnom Penh","ភ្នំពេញ","1209","Pur SenChey","ពោធិ៍សែនជ័យ","1209","120918","Kakab 2","កាកាបទី២"
"696","MKT_1924","Chrey Phsar","ផ្សារជ្រៃ ផ្សារ","14","Prey Veng","ព្រៃវែង","1413","Svay Antor","ស្វាយអន្ទរ","1413","141310","Svay Antor","ស្វាយអន្ទរ"
"697","MKT_1925","Angmetrey","ផ្សារាងមេត្រេយ","05","Kampong Speu","កំពង់ស្ពឺ","0503","Kong Pisei","គងពិសី","0503","120209","Phsar Chas","ផ្សារចាស់"
"698","MKT_1926","Runteas Banh Market","ផ្សាររុនតេាស បាញ","12","Phnom Penh","ភ្នំពេញ","1202","Doun Penh","ដូនពេញ","1202","120204","Boeng Reang","បឹងរាំង"
"699","MKT_1927","Ekreach 3","ផ្សារេក្រេាច 3","12","Phnom Penh","ភ្នំពេញ","1209","Pur SenChey","ពោធិ៍សែនជ័យ","1209","120914","Chaom Chau 1","ចោមចៅទី១"
"700","MKT_1928","Peaksbaek","ផ្សារពាក់ស្បែក","13","Preah Vihear","ព្រះវិហារ","1303","Choam Ksant","ជាំក្សាន្ដ","1303","130301","Choam Ksant","ជាំក្សាន្ដ"
"701","MKT_1929","Baribo Market","ផ្សារបរិបូណ៌","04","Kampong Chhnang","កំពង់ឆ្នាំង","0403","Kampong Chhnang","កំពង់ឆ្នាំង","0403","040302","Kampong Chhnang","កំពង់ឆ្នាំង"
"702","MKT_1930","Big Market Kampong Cham","ផ្សារធំកំពង់ចាម","03","Kampong Cham","កំពង់ចាម","0305","Kampong Cham","កំពង់ចាម","0305","030502","Kampong Cham","កំពង់ចាម"
"703","MKT_1931","Beng Chuk Market","ផ្សារបឹង ឈូក","02","Battambang","Battambang","0203","Battambang","បាត់ដំបង","0203","020309","Ou Char","អូរចារ"
"704","MKT_1932","Sensok Market","ផ្សារសែនសុខ","12","Phnom Penh","ភ្នំពេញ","1208","Saensokh","សែនសុខ","1208","120803","Khmuonh","ឃ្មួញ"
"705","MKT_1933","Prek Russey Market","ផ្សារព្រែកឫស្សី","08","Kandal","កណ្តាល","0811","Ta Khmau","តាខ្មៅ","0811","081102","Prek Ruessey","ព្រែកឫស្សី"
"706","MKT_1934","Phnomdel Market","ផ្សារភ្នំដេល","03","Kampong Cham","កំពង់ចាម","0301","Batheay","បាធាយ","0301","030101","Batheay","បាធាយ"
"707","MKT_1935","Mesor Chrey Market","ផ្សារមេសូរ ជ្រៃ","03","Kampong Cham","កំពង់ចាម","0315","Stueng Trang","ស្ទឹងត្រង់","0315","031505","Me Sar Chrey","មេសរជ្រៃ"
"708","MKT_1936","China Market","ផ្សារចីនា","18","Preah Sihanouk","ព្រះសីហនុ","1801","Preah Sihanouk","ព្រះសីហនុ","1801","120209","Phsar Chas","ផ្សារចាស់"
"709","MKT_1937","Koh Khel Market","ផ្សារកោះខែល","08","Kandal","កណ្តាល","0810","S'ang","ស្អាង","0810","081010","S'ang Phnum","ស្អាងភ្នំ"
"710","MKT_1938","07 Market","ផ្សារ០៧","15","Pursat","ពោធិ៍សាត់","1506","Veal Veaeng","វាលវែង","1506","120209","Phsar Chas","ផ្សារចាស់"
"711","MKT_1939","Kon Moum","ផ្សារកូន មអូម","16","Ratanak Kiri","រតនគិរី","1604","Koun Mom","កូនមុំ","1604","120209","Phsar Chas","ផ្សារចាស់"
"712","MKT_1940","Veal Renh Market","ផ្សារវាលរេញ","18","Preah Sihanouk","ព្រះសីហនុ","1802","Prey Nob","ព្រៃនប់","1802","180214","Veal Renh","វាលរេញ"
"713","MKT_1941","Trapeang Kouw Market","ផ្សារត្រពាំងគោ","07","Kampot","កំពត","0703","Chhuk","ឈូក","0703","070304","Chhuk","ឈូក"
"714","MKT_1942","Prakkuol Market","ផ្សារប្រកួល","08","Kandal","កណ្តាល","0804","Kaoh Thum","កោះធំ","0804","080404","Kaoh Thum Ka","កោះធំ ‹ក›"
"715","MKT_1943","Nart Market","ផ្សារនារត","02","Battambang","Battambang","0203","Battambang","បាត់ដំបង","0203","020303","Rottanak","រតនៈ"
"716","MKT_1944","Huy Leng 909Market ( Small Market In Province)","ផ្សារហុយ លេង ៩០៩Market","17","Siemreap","សៀមរាប","1710","Siem Reap","សៀមរាប","1710","171009","Siem Reab","សៀមរាប"
"717","MKT_1945","Srei Snam","ផ្សារស្រីស្នំ","17","Siemreap","សៀមរាប","1712","Srei Snam","ស្រីស្នំ","1712","120209","Phsar Chas","ផ្សារចាស់"
"718","MKT_1946","Phum Tmey Market","ផ្សារផុម ថ្មី","09","Koh Kong","កោះកុង","0905","Mondol Seima","មណ្ឌលសីមា","0905","120209","Phsar Chas","ផ្សារចាស់"
"719","MKT_1947","Phsar Phnom Thom","ផ្សារ ផនូម ធំ","01","Banteay Meanchey","បន្ទាយមានជ័យ","0102","Mongkol Borei","មង្គលបូរី","0102","010206","Ou Prasat","អូរប្រាសាទ"
"720","MKT_1948","New Town Odem Market","ផ្សារនេវ តូវន ូដេម","12","Phnom Penh","ភ្នំពេញ","1209","Pur SenChey","ពោធិ៍សែនជ័យ","1209","120916","Chaom Chau 3","ចោមចៅទី៣"
"721","MKT_1949","Prahprosob Market","ផ្សារព្រះប្រសប់","08","Kandal","កណ្តាល","0803","Khsach Kandal","ខ្សាច់កណ្ដាល","0803","080314","Sithor","ស៊ីធរ"
"722","MKT_1950","Meanchey Market","ផ្សារមានជ័យ","02","Battambang","Battambang","0209","Samlout","សំឡូត","0209","020905","Samlout","សំឡូត"
"723","MKT_1951","Prek Ambel Market","ផ្សារព្រែកអំបិល","08","Kandal","កណ្តាល","0810","S'ang","ស្អាង","0810","081007","Preaek Ambel","ព្រែកអំបិល"
"724","MKT_1952","Chip Mong Super Market","ផ្សារ Chip Mong","12","Phnom Penh","ភ្នំពេញ","1206","Mean Chey","មានជ័យ","1206","120610","Stueng Mean chey 3","ស្ទឹងមានជ័យទី៣"
"725","MKT_1953","Krang Sramor Market","ផ្សារក្រាំងស្រមរ","04","Kampong Chhnang","កំពង់ឆ្នាំង","0407","Sameakki Mean Chey","សាមគ្គីមានជ័យ","0407","120209","Phsar Chas","ផ្សារចាស់"
"726","MKT_1954","Banan Market","ផ្សារបាណន់","02","Battambang","Battambang","0201","Banan","បាណន់","0201","020102","Kantueu Pir","កន្ទឺ ២"
"727","MKT_1955","Roka Koh","ផ្សាររូកា កូហ","05","Kampong Speu","កំពង់ស្ពឺ","0503","Kong Pisei","គងពិសី","0503","120209","Phsar Chas","ផ្សារចាស់"
"728","MKT_1956","Phsa Thmey Phnom Toch","ផ្សារ ថ្មី ផនូម តូច","01","Banteay Meanchey","បន្ទាយមានជ័យ","0102","Mongkol Borei","មង្គលបូរី","0102","010207","Phnum Touch","ភ្នំតូច"
"729","MKT_1957","Psar Phoum Chas Market","ផ្សារ ផអូម ចាស់","04","Kampong Chhnang","កំពង់ឆ្នាំង","0408","Tuek Phos","ទឹកផុស","0408","040806","Krang Skear","ក្រាំងស្គារ"
"730","MKT_1958","Thnol Tortoeng Market","ផ្សារថ្នល់ តូរតូេង","21","Takeo","តាកែវ","2107","Samraong","សំរោង","2107","210708","Samraong","សំរោង"
"731","MKT_1959","Dong Tong Market","ផ្សារដូង តូង","07","Kampot","កំពត","0705","Dang Tong","ដងទង់","0705","070502","Dang Tong","ដងទង់"
"732","MKT_1960","Korm Phong Phnom","ផ្សារកូរម ផូង ផនូម","08","Kandal","កណ្តាល","0805","Leuk Daek","លើកដែក","0805","080507","Sandar","សណ្ដារ"
"733","MKT_1961","Try Pheap","ផ្សារត្រយ ផេាព","13","Preah Vihear","ព្រះវិហារ","1305","Rovieng","រវៀង","1305","130501","Robieb","របៀប"
"734","MKT_1962","Ruseydach Market","ផ្សាររុសេយដាច","08","Kandal","កណ្តាល","0810","S'ang","ស្អាង","0810","081007","Preaek Ambel","ព្រែកអំបិល"
"735","MKT_1963","Prek Khlouk Market","ផ្សារព្រែកខ្លូក","08","Kandal","កណ្តាល","0810","S'ang","ស្អាង","0810","081004","Kaoh Khsach Tonlea","កោះខ្សាច់ទន្លា"
"736","MKT_1964","Trear","ផ្សារត្រេារ","12","Phnom Penh","ភ្នំពេញ","1206","Mean Chey","មានជ័យ","1206","120608","Stueng Mean chey 1","ស្ទឹងមានជ័យទី១"
"737","MKT_1965","O Ambel","ផ្សារអូរអំបិល","01","Banteay Meanchey","បន្ទាយមានជ័យ","0106","Serei Saophoan","សិរីសោភ័ណ","0106","010607","Preah Ponlea","ព្រះពន្លា"
"738","MKT_1966","Phsaar Ang","ផ្សារផសាារ ាង","12","Phnom Penh","ភ្នំពេញ","1209","Pur SenChey","ពោធិ៍សែនជ័យ","1209","120916","Chaom Chau 3","ចោមចៅទី៣"
"739","MKT_1967","Chen La Market","ផ្សារចេន លា","12","Phnom Penh","ភ្នំពេញ","1202","Doun Penh","ដូនពេញ","1202","120204","Boeng Reang","បឹងរាំង"
"740","MKT_1968","Sweet Tamarind Market","ផ្សារអម្ពិលផ្អែម","05","Kampong Speu","កំពង់ស្ពឺ","0507","Samraong Tong","សំរោងទង","0507","050707","Samrong Tong","សំរោងទង"
"741","MKT_1969","Phoum Thmey","ផ្សារផអូម ថ្មី","01","Banteay Meanchey","បន្ទាយមានជ័យ","0109","Malai","ម៉ាឡៃ","0109","010902","Malai","ម៉ាឡៃ"
"742","MKT_1970","Treng Market","ផ្សារត្រេង","02","Battambang","Battambang","0207","Rotonak Mondol","រតនមណ្ឌល","0207","020704","Traeng","ត្រែង"
"743","MKT_1971","Kro Moun Market","ផ្សារក្រូ មអូន","12","Phnom Penh","ភ្នំពេញ","1204","Tuol Kouk","ទួលគោក","1204","120410","Boeng Salang","បឹងសាឡាង"
"744","MKT_1972","Prek Soeng Market","ផ្សារព្រែកសឹង","08","Kandal","កណ្តាល","0803","Khsach Kandal","ខ្សាច់កណ្ដាល","0803","080302","Chey Thum","ជ័យធំ"
"745","MKT_1973","Sam Ky Pailin Markets","ផ្សារសាម កយ ពៃលីន","24","Pailin","ប៉ៃលិន","2401","Pailin","ប៉ៃលិន","2401","240101","Pailin","ប៉ៃលិន"
"746","MKT_1974","Prey Totueng","ផ្សារព្រេយ តូតុេង","03","Kampong Cham","កំពង់ចាម","0313","Prey Chhor","ព្រៃឈរ","0313","031309","Prey Chhor","ព្រៃឈរ"
"747","MKT_1975","Kralanh Market","ផ្សារក្រឡាញ់","17","Siemreap","សៀមរាប","1706","Kralanh","ក្រឡាញ់","1706","170603","Kralanh","ក្រឡាញ់"
"748","MKT_1976","Thnal Bak Market","ផ្សារថ្នល់បាក់","06","Kampong Thom","កំពង់ធំ","0603","Stueng Saen","ស្ទឹងសែន","0603","060309","Achar Leak","អាចារ្យលាក់"
"749","MKT_1977","Spar Wat Laok","ផ្សារសពារ វាត លៅក","17","Siemreap","សៀមរាប","1710","Siem Reap","សៀមរាប","1710","171009","Siem Reab","សៀមរាប"
"750","MKT_1978","Stuong","ផ្សារសតុូង","06","Kampong Thom","កំពង់ធំ","0608","Stoung","ស្ទោង","0608","060801","Banteay Stoung","បន្ទាយស្ទោង"
"751","MKT_1979","Boeng Pring Market","ផ្សារបឹង ព្រីង","02","Battambang","Battambang","0202","Thma Koul","ថ្មគោល","0202","120209","Phsar Chas","ផ្សារចាស់"
"752","MKT_1980","New Village Market","ផ្សារនេវ វីលលាហ្គេ","05","Kampong Speu","កំពង់ស្ពឺ","0508","Thpong","ថ្ពង","0508","120209","Phsar Chas","ផ្សារចាស់"
"753","MKT_1981","Phsa Kampongkantout Market","ផ្សារ កាមពូងកានតអូត","08","Kandal","កណ្តាល","0801","Kandal Stueng","កណ្ដាលស្ទឹង","0801","080125","Tbaeng","ត្បែង"
"754","MKT_1982","Kampong Prasat Market","ផ្សារកំពង់ ប្រាសាទ","08","Kandal","កណ្តាល","0807","Mukh Kampul","មុខកំពូល","0807","080708","Roka Kong Ti Pir","រកាកោង ទី ២"
"755","MKT_1983","Psa Chas Phnom Tooch","ផ្សារចាស់ ផនូម តូច","01","Banteay Meanchey","បន្ទាយមានជ័យ","0102","Mongkol Borei","មង្គលបូរី","0102","010207","Phnum Touch","ភ្នំតូច"
"756","MKT_1984","Peam Brojom Market","ផ្សារពាមប្រជុំ","08","Kandal","កណ្តាល","0810","S'ang","ស្អាង","0810","081007","Preaek Ambel","ព្រែកអំបិល"
"757","MKT_1985","Samaki Village Market","ផ្សារសាមគ្គី វីលលាហ្គេ","12","Phnom Penh","ភ្នំពេញ","1207","Russey Keo","ឫស្សីកែវ","1207","120713","Tuol Sangkae 1","ទួលសង្កែទី១"
"758","MKT_1986","Kompongkung Market","ផ្សារកូមពូងកុង","08","Kandal","កណ្តាល","0804","Kaoh Thum","កោះធំ","0804","080404","Kaoh Thum Ka","កោះធំ ‹ក›"
"759","MKT_1987","Banteay Chakrei","ផ្សារបន្ទាយចក្រី","14","Prey Veng","ព្រៃវែង","1409","Preah Sdach","ព្រះស្ដេច","1409","140908","Preah Sdach","ព្រះស្ដេច"
"760","MKT_1988","Chrop Market","ផ្សារចរូព","19","Stung Treng","ស្ទឹងត្រែង","1901","Sesan","សេសាន","1901","120209","Phsar Chas","ផ្សារចាស់"
"761","MKT_1989","Samaki Krakor","ផ្សារសាមគ្គី ក្រាកូរ","15","Pursat","ពោធិ៍សាត់","1503","Krakor","ក្រគរ","1503","120209","Phsar Chas","ផ្សារចាស់"
"762","MKT_1990","Pra Saut Market","ផ្សារប្រសូត្រ","20","Svay Rieng","ស្វាយរៀង","2007","Svay Teab","ស្វាយទាប","2007","200707","Prasoutr","ប្រសូត្រ"
"763","MKT_1991","Thol Bott Market","ផ្សារថូល បូតត","21","Takeo","តាកែវ","2107","Samraong","សំរោង","2107","210708","Samraong","សំរោង"
"764","MKT_1992","Prek Ang Market","ផ្សារព្រេក ាង","12","Phnom Penh","ភ្នំពេញ","1212","Chbar Ampov","ច្បារអំពៅ","1212","121202","Chbar Ampov Ti Pir","ច្បារអំពៅទី ២"
"765","MKT_1993","Sor La","ផ្សារសូរ លា","12","Phnom Penh","ភ្នំពេញ","1206","Mean Chey","មានជ័យ","1206","120608","Stueng Mean chey 1","ស្ទឹងមានជ័យទី១"
"766","MKT_1994","Vihearsour Market","ផ្សារវីហេារសអូរ","08","Kandal","កណ្តាល","0803","Khsach Kandal","ខ្សាច់កណ្ដាល","0803","080313","Sanlung","សន្លុង"
"767","MKT_1995","Prasat","ផ្សារប្រាសាទ","06","Kampong Thom","កំពង់ធំ","0607","Santuk","សន្ទុក","0607","060703","Kampong Thma","កំពង់ថ្ម"
"768","MKT_1996","Ta Noung Market","ផ្សារតានូង","01","Banteay Meanchey","បន្ទាយមានជ័យ","0110","Paoy Paet","ប៉ោយប៉ែត","0110","011001","Nimitt","និមិត្ដ"
"769","MKT_1997","Phsa Samdech Hun Sen Derm Kralanh","ផ្សារ សាមដេច ហុន សេន ដេរម ក្រឡាញ់","17","Siemreap","សៀមរាប","1710","Siem Reap","សៀមរាប","1710","171009","Siem Reab","សៀមរាប"
"770","MKT_1998","Kork Veng Market","ផ្សារគោកវែង","07","Kampot","កំពត","0702","Banteay Meas","បន្ទាយមាស","0702","070202","Banteay Meas Khang lech","បន្ទាយមាសខាងលិច"
"771","MKT_1999","Sammaki Market","ផ្សារសាមគ្គី","17","Siemreap","សៀមរាប","1710","Siem Reap","សៀមរាប","1710","171009","Siem Reab","សៀមរាប"
"772","MKT_2000","Hmor Seth","ផ្សារហមូរ សេថ","13","Preah Vihear","ព្រះវិហារ","1308","Preah Vihear","ព្រះវិហារ","1308","120209","Phsar Chas","ផ្សារចាស់"
"773","MKT_2001","New Market","ផ្សារថ្មី","02","Battambang","Battambang","0203","Battambang","បាត់ដំបង","0203","020302","Prek Preah Sdach","ព្រែកព្រះស្ដេច"
"774","MKT_2002","Ou Pong Moan Market","ផ្សារអូរពងមាន់","19","Stung Treng","ស្ទឹងត្រែង","1904","Stueng Traeng","ស្ទឹងត្រែង","1904","190401","Stueng Traeng","ស្ទឹងត្រែង"
"775","MKT_2003","Market Skun","ផ្សារសកុន","03","Kampong Cham","កំពង់ចាម","0303","Cheung Prey","ជើងព្រៃ","0303","030308","Soutib","សូទិព្វ"
"776","MKT_2004","Prek Pan Market","ផ្សារព្រេក ពាន","08","Kandal","កណ្តាល","0810","S'ang","ស្អាង","0810","081004","Kaoh Khsach Tonlea","កោះខ្សាច់ទន្លា"
"777","MKT_2005","Reu Sei Srok Market","ផ្សារឫស្សីស្រុក","21","Takeo","តាកែវ","2109","Tram Kak","ត្រាំកក់","2109","210913","Tram Kak","ត្រាំកក់"
"778","MKT_2006","Kong Pol Lek8","ផ្សារកូង ពូល Lek៨","13","Preah Vihear","ព្រះវិហារ","1303","Choam Ksant","ជាំក្សាន្ដ","1303","130301","Choam Ksant","ជាំក្សាន្ដ"
"779","MKT_2007","Chamreoun Phal Market","ផ្សារចាមរេអូន ផាល","12","Phnom Penh","ភ្នំពេញ","1206","Mean Chey","មានជ័យ","1206","120611","Boeng Tumpun 1","បឹងទំពុនទី១"
